UML ID,years,Group Name,Parent Company,Mill Name,RSPO Status,RSPO Type,Date RSPO Certification Status,Latitude,Longitude,GPS coordinates,ISO,Country,Province,District,Confidence level,Alternative name,km_forest_area_00,ha_forest_area_00,km_area,km_0,ha_0,treeloss_km_2001,treeloss_ha_2001,treeloss_km_2002,treeloss_ha_2002,treeloss_km_2003,treeloss_ha_2003,treeloss_km_2004,treeloss_ha_2004,treeloss_km_2005,treeloss_ha_2005,treeloss_km_2006,treeloss_ha_2006,treeloss_km_2007,treeloss_ha_2007,treeloss_km_2008,treeloss_ha_2008,treeloss_km_2009,treeloss_ha_2009,treeloss_km_2010,treeloss_ha_2010,treeloss_km_2011,treeloss_ha_2011,treeloss_km_2012,treeloss_ha_2012,treeloss_km_2013,treeloss_ha_2013,treeloss_km_2014,treeloss_ha_2014,treeloss_km_2015,treeloss_ha_2015,treeloss_km_2016,treeloss_ha_2016,treeloss_km_2017,treeloss_ha_2017,treeloss_km_2018,treeloss_ha_2018,treeloss_km_2019,treeloss_ha_2019,treeloss_km_2020,treeloss_ha_2020,treeloss_km_2021,treeloss_ha_2021,treeloss_km_2022,treeloss_ha_2022,sum_of_treeloss_km,treeloss_sum_proportion_of_forest,remaining_forest_km,remaining_proportion_of_forest,Current Deforestation Score,Past Deforestation Score,Future Risk Score
PO1000000017,2021,AGROPALMA,AGROPALMA,CPA,Not RSPO Certified,,3/31/23,-2.25,-48.59,"-2.253539, -48.58567",BRA,Brazil,Pará,Acará,1-Fully Verified,,389.44,38943.99,388.45,650.07,65007.27,9.75,975.33,2.37,237.42,0.55,54.72,1.82,182.43,3.03,302.85,2.44,243.9,2.28,227.97,2.72,272.16,2.78,278.1,4.76,476.46,7.56,755.82,1.21,121.05,4.69,468.54,1.58,158.13,12.22,1221.57,9.96,996.48,9.78,978.03,10.2,1020.24,6.45,644.58,4.15,414.54,2.15,214.92,2.11,210.6,104.56,0.27,284.88,0.73,2,2,3
PO1000000052,2021,IOI CORPORATION,PAMOL ESTATES (SABAH) SDN BHD,PAMOL SABAH,RSPO Certified,"RSPO Certified, IP",3/31/23,6,117.4,"6.002431, 117.398389",MYS,Malaysia,Sabah,Beluran,1-Fully Verified,,308.27,30826.89,362.13,1390.24,139023.54,18.55,1854.81,12.21,1221.39,0.86,85.5,4.86,485.55,2.82,281.79,5.1,510.39,2.04,204.21,5.13,512.73,5.11,510.66,23.95,2394.54,7.4,739.62,8.29,829.08,9.24,924.12,36.57,3656.61,11.51,1151.37,25.91,2591.46,14.37,1436.58,13.53,1352.79,11.6,1159.83,12.73,1273.05,2.65,265.32,4.37,436.59,238.78,0.77,69.49,0.23,3,4,2
PO1000000053,2021,SIPEF,HARGY OIL PALM LTD,HARGY MILL,RSPO Certified,"RSPO Certified, IP",3/31/23,-5.31,151.01,"-5.311111, 151.01097",PNG,Papua New Guinea,West New Britain,Talasea,1-Fully Verified,,1140.83,114082.92,1083.3,2538.68,253867.68,3.37,337.23,4.95,495.18,3.22,321.75,3.7,369.72,3.19,319.14,3.41,341.37,2.27,227.43,3.09,309.42,1.35,135,4.59,459.36,1.71,170.55,2.08,207.54,2.47,246.78,2.72,271.89,8.33,833.13,2.93,293.31,8.74,874.26,8.47,847.26,4.97,497.07,4.67,466.65,6.4,640.08,14.17,1416.78,100.81,0.09,1040.02,0.91,3,1,3
PO1000000054,2021,MUSIM MAS,MUSIM MAS HOLDINGS PTE LTD,BATANG KULIM,RSPO Certified,"RSPO Certified, IP",3/31/23,0.08,102.03,"0.077043, 102.030838",IDN,Indonesia,Riau,Pelalawan,1-Fully Verified,,269.21,26921.07,301.76,580.02,58002.21,18.71,1870.65,6.7,670.05,1.32,131.58,26.77,2677.41,10.76,1076.31,0.83,83.34,5.95,594.9,16.44,1644.3,7.88,788.31,12.27,1226.7,13.08,1307.7,11.36,1135.98,11.83,1183.41,10.13,1012.68,2.5,250.38,13.61,1360.53,3.26,325.53,8.23,823.23,16.6,1660.05,13.62,1362.33,5.11,511.47,9.88,987.75,226.85,0.84,42.36,0.16,4,5,3
PO1000000058,2021,CARGILL,HINDOLI,SUNGAI LILIN,RSPO Certified,"RSPO Certified, IP",3/31/23,-2.61,104.13,"-2.612778, 104.128242",IDN,Indonesia,Sumatera Selatan,Musi Banyuasin,2-High Confidence,,68.87,6886.89,124.11,220.17,22016.7,0.6,59.76,1.03,102.87,0.65,65.34,2.83,283.14,1.15,114.66,1.99,198.54,1.69,169.02,3.07,306.63,1.52,151.83,0.61,61.29,2.39,238.95,7.22,722.07,0.73,72.9,3.95,394.56,3.75,374.67,3.47,346.68,2.07,207.09,2.58,257.94,2.51,250.65,1.66,165.51,1.61,161.01,2.63,263.07,49.68,0.72,19.19,0.28,4,4,3
PO1000000063,"2021,2020",SIME DARBY,SIME DARBY PLANTATION BHD,BINUANG (SOU 28),RSPO Certified,"RSPO Certified, IP",3/31/23,4.7,118.06,"4.704457, 118.060186",MYS,Malaysia,Sabah,Kunak,1-Fully Verified,,211.54,21154.32,206.7,291.34,29133.72,0.73,73.08,7.24,724.5,0.79,78.84,2.64,264.42,7.55,755.37,1.87,187.2,6.57,657.36,6.45,645.21,5.63,562.68,6.67,667.08,1.92,191.7,3,299.88,2.16,216.27,7.79,778.86,10.64,1063.62,6.28,628.11,5.11,511.02,7.19,718.83,3.69,369,4.16,415.98,2.62,261.54,2.49,248.85,103.19,0.49,108.35,0.51,3,3,3
PO1000000092,2021,MUSIM MAS,AGRO WIRATAMA,AGROWIRATAMA,RSPO Certified,"RSPO Certified, IP",3/31/23,0.2,99.63,"0.198958, 99.626589",IDN,Indonesia,Sumatera Barat,Pasaman Barat,1-Fully Verified,,302.23,30222.54,384.31,775.35,77534.64,9.32,932.4,11.3,1130.22,2.01,201.42,11.3,1130.49,14.39,1439.28,6.08,607.59,6.24,624.42,7.7,770.4,12.3,1230.3,4.33,432.54,13.43,1342.8,4.36,436.23,11.36,1135.53,15.05,1505.16,6.33,633.42,5.86,586.44,11.08,1108.17,15.27,1527.39,15.48,1548.18,21.46,2145.87,18.84,1883.88,7.98,798.03,231.5,0.77,70.72,0.23,5,4,3
PO1000000094,"2021,2020",IOI CORPORATION,IOI CORPORATION BHD,GOMALI,RSPO Certified,"RSPO Certified, IP",3/31/23,2.61,102.68,"2.611826, 102.678656",MYS,Malaysia,Johor,Segamat,1-Fully Verified,,151.74,15173.91,203.67,307.7,30769.74,19.05,1904.85,9.88,988.02,0.86,86.22,3.41,341.1,7.93,792.63,5.19,518.94,9.4,939.51,1.43,143.19,5.01,501.21,0.03,2.79,13.62,1361.7,8.68,867.51,4.87,486.81,7.61,760.77,2.74,274.32,10.65,1064.61,6.37,637.29,6.53,652.59,5.45,544.95,3.34,334.08,3.04,304.47,3.75,374.76,138.82,0.91,12.92,0.09,3,5,2
PO1000000105,2021,SIPEF,HARGY OIL PALM LTD,NAVO MILL,RSPO Certified,"RSPO Certified, IP",3/31/23,-5.09,151.22,"-5.094109, 151.224494",PNG,Papua New Guinea,West New Britain,Talasea,1-Fully Verified,,2673.53,267353.01,2452.61,3934.2,393419.7,4.86,486.09,9.52,952.38,6.7,669.69,13.5,1350,7.78,777.78,13.66,1366.2,12.15,1214.64,6.05,604.71,5.1,509.94,22.17,2217.06,20.44,2044.26,35.66,3566.43,34.53,3453.12,33.27,3327.48,48.79,4878.99,29.28,2928.06,23.17,2317.41,16.17,1617.39,11.81,1181.07,9.38,937.62,15.47,1546.65,32.65,3265.29,412.12,0.15,2261.41,0.85,3,1,3
PO1000000106,2021,MUSIM MAS,SUKAJADI SAWIT MEKAR,SUKAJADI SAWIT MEKAR 1,RSPO Certified,"RSPO Certified, IP",3/31/23,-2.38,112.54,"-2.381111, 112.539722",IDN,Indonesia,Kalimantan Tengah,Kotawaringin Timur,1-Fully Verified,,161.07,16106.67,249.19,283.78,28377.63,4.2,420.21,29.84,2983.77,4.64,463.68,18.26,1825.56,9.42,941.67,42.56,4256.1,8.78,878.04,6.83,683.28,1.93,192.96,1.51,151.29,5.81,581.22,4.33,433.17,1.48,148.14,3.09,308.61,3.98,397.8,4.09,409.05,2.04,203.76,0.9,90.09,2.51,250.65,0.96,95.58,1.72,171.81,1.83,182.61,160.69,1,0.38,0,3,5,1
PO1000000109,"2021,2020",IOI CORPORATION,IOI CORPORATION BHD,PAMOL KLUANG,RSPO Certified,"RSPO Certified, IP",3/31/23,2.11,103.39,"2.110445, 103.392307",MYS,Malaysia,Johor,Keluang,1-Fully Verified,,144.73,14472.81,172.74,319.41,31941.36,5.45,545.49,3.01,300.87,5.83,582.93,15.51,1550.7,3.41,341.01,2.84,284.04,1.39,139.05,0.76,75.87,7.4,740.16,2.39,238.59,9.02,901.8,10.85,1084.86,1.9,190.26,9.57,956.97,8.05,805.14,7.12,712.35,7.04,703.62,5.71,570.51,2.83,282.69,1.14,114.39,4.25,424.89,1.79,179.01,117.25,0.81,27.48,0.19,3,5,3
PO1000000110,"2020,2021",IOI CORPORATION,IOI CORPORATION BHD,SAKILAN,RSPO Certified,"RSPO Certified, IP",3/31/23,5.84,117.84,"5.839281, 117.8437",MYS,Malaysia,Sabah,Sandakan,1-Fully Verified,,87.36,8736.12,108.69,239.05,23904.63,1.78,177.93,2.27,226.53,0.82,82.44,1.06,106.38,1.03,102.51,1.28,127.8,1.02,102.42,1.93,192.96,1.9,189.72,2.62,262.26,1.31,130.68,1.51,150.75,2.06,205.56,1.54,153.9,5.45,545.22,4.57,456.66,3.16,315.63,4.05,404.91,2.95,295.29,1.91,190.89,1.82,181.89,2.13,213.48,48.16,0.55,39.2,0.45,3,3,3
PO1000000118,2021,IOI CORPORATION,IOI CORPORATION BHD,BATURONG,RSPO Certified,"RSPO Certified, IP",3/31/23,4.76,118.09,"4.7553, 118.0886",MYS,Malaysia,Sabah,Kunak,2-High Confidence,,64.65,6465.33,66.49,68.26,6825.51,0.05,4.77,0.07,6.93,0.02,1.53,0.26,25.56,0.13,12.78,0.11,11.34,0.05,4.86,3.25,325.35,0.14,13.5,3.37,336.87,0.06,5.67,5.18,517.5,4.01,401.4,7.56,756,5.73,573.12,4.07,407.25,0.87,87.12,6.24,623.7,10.18,1017.99,6.85,684.72,1.22,121.68,3.89,389.25,63.29,0.98,1.36,0.02,5,5,3
PO1000000120,2021,IOI CORPORATION,IOI CORPORATION BHD,BUKIT LEELAU,RSPO Certified,"RSPO Certified, IP",3/31/23,3.3,103.14,"3.30273, 103.137889",MYS,Malaysia,Pahang,Pekan,1-Fully Verified,,540.79,54078.93,527.71,1249.34,124933.59,6.09,609.12,28.52,2852.46,3.19,319.05,6.57,656.82,10.91,1091.07,1.67,167.13,4.73,472.95,6.15,615.24,19.67,1966.86,18.22,1821.69,11.33,1133.1,23,2299.86,5.5,549.9,30.26,3025.53,15.63,1562.58,26.96,2695.77,8.92,891.81,11.13,1112.58,19.27,1927.35,6.48,647.73,8.22,822.33,4.22,421.56,276.62,0.51,264.16,0.49,3,3,3
PO1000000122,2021,IOI CORPORATION,IOI CORPORATION BHD,MAYVIN,RSPO Certified,"RSPO Certified, IP",3/31/23,5.56,117.23,"5.5553, 117.226439",MYS,Malaysia,Sabah,Beluran,1-Fully Verified,,2144.63,214462.98,2055.22,3681.53,368153.01,7.49,748.53,5.3,529.56,4.97,496.62,27.87,2787.3,24.58,2457.63,38.31,3830.76,27.02,2702.25,36.3,3630.24,26.59,2658.51,27.69,2768.58,11.57,1157.04,21.9,2189.97,10.33,1033.47,22.14,2213.64,14.54,1454.31,13.19,1318.68,9.62,961.65,14.22,1421.91,14.44,1444.23,9.73,972.54,7.3,729.81,7.2,720,382.27,0.18,1762.36,0.82,1,1,3
PO1000000123,2020,DAABON GROUP,C.I. TEQUENDAMA S.A.S.,EXTRACTORA TEQUENDAMA,RSPO Certified,"RSPO Certified, IP",3/31/23,10.55,-74.18,"10.5485472, -74.181286",COL,Colombia,Magdalena,Aracataca,1-Fully Verified,,1443.35,144335.34,3276.02,7750.93,775093.05,6.3,630.45,3.38,337.95,11.15,1115.37,9.16,915.66,4.82,482.13,6.14,613.53,5.09,509.04,13.63,1362.69,13.75,1374.93,5.14,514.35,6.26,626.49,15.16,1515.6,4.19,418.86,13.54,1353.6,11.78,1178.28,41.12,4112.37,53.1,5310.09,28.65,2865.42,19.59,1958.67,30.37,3036.6,25.07,2506.95,27.41,2741.4,354.8,0.25,1088.55,0.75,3,1,4
PO1000000128,2021,JC CHANG (PTE) LTD,CAROTINO SDN BHD,CAROTINO,RSPO Certified,"RSPO Certified, IP",3/31/23,3.82,102.82,"3.816627, 102.818213",MYS,Malaysia,Pahang,Kuantan,1-Fully Verified,,292.43,29243.25,285.08,424.02,42401.79,14.43,1442.97,4.61,460.71,1.52,151.56,9.86,986.04,5.17,517.23,18.7,1870.02,5.44,544.32,10.13,1013.22,6.98,698.49,7.9,790.29,13.94,1394.37,26.53,2653.11,10.18,1017.72,9.2,920.16,12.04,1204.47,5.83,582.57,1.77,176.85,3.72,372.15,2.29,228.78,1.83,182.79,0.61,60.84,0.96,96.21,173.65,0.59,118.78,0.41,1,3,2
PO1000000134,2021,MUSIM MAS,SUKAJADI SAWIT MEKAR,SUKAJADI SAWIT MEKAR 2,RSPO Certified,"RSPO Certified, IP",3/31/23,-2.37,112.6,"-2.37025, 112.6026111",IDN,Indonesia,Kalimantan Tengah,Kotawaringin Timur,1-Fully Verified,,245.79,24579.18,268.3,381.57,38156.94,0.41,41.13,1.7,170.01,0.78,78.39,14.87,1487.16,16.65,1665,41.64,4163.58,29.05,2905.47,12.47,1246.86,1.29,129.06,2,199.98,1.61,161.46,1.39,138.96,3.24,323.73,6.79,679.14,15.48,1548.27,20.16,2015.82,0.99,98.73,0.21,21.06,1.56,156.06,0.46,46.17,0.78,77.58,1.09,108.63,174.62,0.71,71.17,0.29,2,4,2
PO1000000143,2020,REA HOLDINGS,REA KALTIM,PERDANA PALM OIL MILL,RSPO Certified,"RSPO Certified, MB",3/31/23,0.26,116.15,"0.25854, 116.149918",IDN,Indonesia,Kalimantan Timur,Kutai Kartanegara,1-Fully Verified,REA KALTIM PLANTATION PERDANA,2113,211300.2,2111.08,4424.46,442446.03,8.27,827.46,11.92,1191.6,11.67,1166.85,14.74,1474.47,11.04,1104.39,26.67,2667.33,12.28,1227.69,17.88,1787.67,34.02,3401.55,14.93,1492.92,24.24,2424.33,33.96,3395.79,53.71,5371.02,64.77,6477.3,34.24,3423.69,99.67,9966.96,33.44,3343.5,59.79,5979.42,31.33,3133.08,13.75,1374.84,7.99,799.2,5.31,530.91,625.62,0.3,1487.38,0.7,1,2,3
PO1000000170,2021,MUSIM MAS,MAJU ANEKA SAWIT,MAJU ANEKA SAWIT,RSPO Certified,"RSPO Certified, IP",3/31/23,-2.48,112.65,"-2.478167, 112.647611",IDN,Indonesia,Kalimantan Tengah,Kotawaringin Timur,1-Fully Verified,,153.53,15352.56,195.16,240.72,24071.58,0.48,48.24,1.9,190.35,0.26,26.19,1.21,120.96,2.17,217.08,61.18,6118.2,20.86,2085.75,4.38,438.21,2.16,216.36,1.05,104.85,1.81,181.08,2.1,209.79,2.52,252.36,4.94,494.28,10.97,1097.01,3.56,356.22,0.85,85.05,0.32,31.95,1.22,122.49,0.73,72.81,0.65,64.53,0.64,64.44,125.98,0.82,27.54,0.18,2,5,2
PO1000000180,2021,MUSIM MAS,BERKAT SAWIT SEJATI,BERKAT SAWIT SEJATI,RSPO Certified,"RSPO Certified, IP",3/31/23,-2.32,103.71,"-2.3192778, 103.7116389",IDN,Indonesia,Sumatera Selatan,Musi Banyuasin,1-Fully Verified,,1192.39,119239.11,1277.11,2082.31,208231.47,21.44,2144.34,10.44,1044.27,3.7,370.17,30.59,3059.46,24.42,2442.42,61.6,6159.51,45.21,4520.88,85.57,8556.75,22.88,2288.07,17.76,1775.52,38.97,3897.18,107.9,10790.46,33.31,3330.54,46.43,4643.19,34.1,3409.74,33.86,3386.16,21.46,2145.96,27.87,2787.48,18.28,1827.54,22.81,2280.6,17.82,1781.82,27.03,2702.79,753.45,0.63,438.94,0.37,3,3,3
PO1000000185,2021,HAP SENG PLANTATIONS HOLDINGS BERHAD,HAP SENG PLANTATIONS (RIVER ESTATES) SDN BHD,BUKIT MAS,RSPO Certified,"RSPO Certified, IP",3/31/23,5.34,118.47,"5.3373003, 118.47364",MYS,Malaysia,Sabah,Kinabatangan,1-Fully Verified,,140.63,14063.22,151.34,285.81,28580.58,2.17,217.08,1.08,107.64,0.13,12.78,4.29,429.39,0.8,80.19,2.88,288.36,2.99,298.8,3.92,391.86,0.32,31.77,4.13,413.01,2.87,287.28,7.32,731.61,3.8,380.43,3.54,354.24,1.07,107.37,5.35,534.69,5.29,529.2,1.15,115.11,5.05,505.35,6.35,634.59,2.36,236.25,4.4,440.1,71.27,0.51,69.36,0.49,4,3,3
PO1000000193,2021,SIME DARBY,SIME DARBY PLANTATION BHD,SERI INTAN (SOU 5),RSPO Certified,"RSPO Certified, IP",3/31/23,3.97,100.99,"3.969228, 100.985558",MYS,Malaysia,Perak,Hilir Perak,1-Fully Verified,,129.65,12965.49,236.93,504.3,50429.97,4.69,468.81,3.81,381.24,2.25,225.27,2.91,290.61,5.42,541.53,2.63,262.62,2.19,219.42,1.77,176.94,3.74,374.49,6.51,650.7,1.84,184.05,2.74,274.32,3.41,340.74,4.96,495.54,4.64,463.86,12.8,1279.8,11.68,1168.47,8.66,866.07,6.1,610.38,4.51,450.72,5.86,585.99,7.9,789.93,111.02,0.86,18.64,0.14,5,5,3
PO1000000199,2021,IOI CORPORATION,SYARIKAT PUKIN LADANG KELAPA SAWIT SDN BHD,PUKIN,RSPO Certified,"RSPO Certified, IP",3/31/23,2.72,102.91,"2.72235, 102.911",MYS,Malaysia,Pahang,Rompin,1-Fully Verified,,121.79,12178.98,145.31,183.52,18351.99,4.31,431.01,3.09,308.79,0.09,8.91,4.79,478.71,19.04,1903.68,9.3,929.79,4.57,456.75,5.84,584.37,11.99,1198.62,0.83,82.89,28.6,2860.11,2.68,267.84,5.53,553.32,11.19,1119.06,2.49,248.94,1.54,154.08,3.1,309.6,0.64,63.63,3.39,339.48,0.72,71.73,0.1,10.44,0.2,20.34,121.79,1,0,0,1,5,1
PO1000000201,2020,KUALA LUMPUR KEPONG (KLK),KUALA LUMPUR KEPONG BHD,KEKAYAAN PALM OIL MILL,RSPO Certified,"RSPO Certified, IP",3/31/23,2.2,103.27,"2.204546, 103.270394",MYS,Malaysia,Johor,Keluang,1-Fully Verified,,104.57,10456.56,133.79,174.51,17451.36,16.73,1673.46,10.01,1001.16,4.79,478.8,3.67,366.84,1.92,192.06,2.6,260.1,3.78,378,2.22,222.3,4.56,455.58,1.41,141.21,4.54,454.5,1.66,166.41,1.64,164.16,2.32,231.75,2.33,233.28,3.07,306.99,3.94,394.38,1.97,197.37,3.97,396.63,2.64,263.88,1.43,142.65,6.37,637.29,87.59,0.84,16.98,0.16,5,5,3
PO1000000238,"2020,2021",UNITED PLANTATIONS,UNITED PLANTATIONS BHD,JENDARATA,RSPO Certified,"RSPO Certified, IP",3/31/23,3.85,100.97,"3.853889, 100.968333",MYS,Malaysia,Perak,Hilir Perak,1-Fully Verified,,52.91,5290.74,84.58,236.96,23695.92,2.65,264.69,1.24,124.11,0.89,88.83,0.43,42.66,0.52,51.93,0.76,76.23,0.64,63.63,0.79,78.75,2.13,212.94,1.9,189.72,0.4,39.87,1.16,116.37,1.53,153.36,6.89,688.86,4.67,466.56,3.59,359.19,10.46,1045.98,4.64,463.95,3.95,395.37,1.15,114.66,1.18,118.26,0.74,74.07,52.3,0.99,0.61,0.01,3,5,1
PO1000000240,"2021,2020",UNITED PLANTATIONS,UNITED PLANTATIONS BHD,ULU BASIR,RSPO Certified,"RSPO Certified, IP",3/31/23,3.72,101.26,"3.724444, 101.255833",MYS,Malaysia,Perak,Batang Padang,1-Fully Verified,,376.81,37680.66,382.31,798.15,79814.7,8.7,869.76,6.09,608.85,2.71,270.81,6.73,673.11,3.57,357.48,1.95,194.94,6.44,644.4,8.66,866.43,13.19,1319.13,10.62,1061.73,3.95,395.01,4.15,415.17,11.52,1151.91,9.43,943.38,3.14,314.37,5.48,548.1,2.77,277.02,4.76,476.01,7.63,762.66,1.5,149.85,3.37,337.41,1.33,132.57,127.7,0.34,249.11,0.66,2,2,3
PO1000000242,2021,UNITED PLANTATIONS,UNITED PLANTATIONS BHD,ULU BERNAM,RSPO Certified,"RSPO Certified, IP",3/31/23,3.75,101.15,"3.745278, 101.146111",MYS,Malaysia,Perak,Hilir Perak,1-Fully Verified,,78.99,7898.76,92.55,121.16,12115.8,5.11,510.93,4.63,463.05,0.79,79.11,3.36,336.33,4.69,469.44,1.2,119.88,3.45,344.52,4.08,408.33,5.72,572.13,2.19,219.15,0.96,95.85,2.74,274.41,1.71,170.55,7.73,772.74,4.75,475.02,6.59,658.89,9.88,987.57,1.62,162.45,0.47,47.16,0.41,41.04,1.79,178.92,1.2,120.33,75.08,0.95,3.91,0.05,3,5,2
PO1000000243,2021,UNITED PLANTATIONS,UNITED INTERNATIONAL ENTERPRISES (M) SDN BHD,UIE,RSPO Certified,"RSPO Certified, IP",3/31/23,4.44,100.72,"4.443889, 100.722778",MYS,Malaysia,Perak,Manjung,1-Fully Verified,,82.57,8257.41,104.73,141.79,14179.14,0.42,41.85,0.78,77.94,0.34,33.93,0.28,27.72,0.47,47.43,0.28,28.35,0.96,95.58,0.19,19.35,1.81,180.99,5.1,509.58,5.74,573.84,5.19,518.58,11.88,1187.55,10.48,1047.69,8.49,849.33,8.39,838.98,4.96,495.99,1.95,195.48,1.42,141.84,0.53,53.1,0.9,89.73,0.51,50.67,71.06,0.86,11.52,0.14,3,5,2
PO1000000280,"2021,2020",KUALA LUMPUR KEPONG (KLK),KUALA LUMPUR KEPONG BHD,JERAM PADANG,RSPO Certified,"RSPO Certified, IP",3/31/23,2.74,102.41,"2.735111, 102.4085",MYS,Malaysia,Negeri Sembilan,Jempol,1-Fully Verified,,532.71,53271.18,660.94,1495.97,149597.46,14.07,1406.52,19.25,1925.19,13.98,1398.15,8.05,804.96,18.88,1887.66,10.66,1066.23,13.77,1376.73,8.78,877.77,22.82,2281.86,1.66,166.14,19.3,1930.5,28.87,2887.47,5.33,533.43,21.16,2115.99,7.03,703.26,21.23,2122.74,18.96,1896.12,18.5,1849.5,22.57,2256.75,14.24,1423.8,12.82,1281.6,7.77,776.61,329.69,0.62,203.02,0.38,3,3,3
PO1000000286,2021,MUSIM MAS,UNGGUL LESTARI,UNGGUL LESTARI,RSPO Certified,"RSPO Certified, IP",3/31/23,-1.6,112.6,"-1.5958444, 112.598831",IDN,Indonesia,Kalimantan Tengah,Kotawaringin Timur,1-Fully Verified,,18.38,1838.16,17.3,22.22,2222.46,0.03,3.24,0.13,13.14,0.01,1.08,0.2,20.07,0.03,3.33,0.15,15.39,0.21,21.24,2.23,222.66,3.36,335.52,5.3,530.01,0.51,51.39,0.36,36.36,0.06,5.94,0.24,23.85,0.34,34.02,0.6,60.48,0.23,22.95,0.11,10.8,0.08,8.1,0.03,2.88,0.01,0.63,0.04,3.51,14.27,0.78,4.12,0.22,1,4,1
PO1000000338,"2021,2020",BOUSTEAD PLANTATIONS BERHAD,BOUSTEAD PLANTATIONS BHD,SUNGAI JERNIH,RSPO Certified,"RSPO Certified, IP",3/31/23,3.34,103.1,"3.337, 103.099972",MYS,Malaysia,Pahang,Pekan,1-Fully Verified,,35.02,3501.72,35.26,48.2,4820.22,0.07,6.93,0.05,5.4,0.4,40.32,0.04,3.96,0.32,31.95,0.17,16.74,3.13,312.84,2.3,230.13,3.9,389.97,8.55,855,3.4,339.84,0.73,73.08,0.93,92.7,1.71,170.55,0.29,29.07,0.37,36.54,0.09,8.55,0.6,60.03,0.78,78.39,0.51,51.12,1.12,112.05,0.15,15.03,29.6,0.85,5.42,0.15,3,5,3
PO1000000352,"2020,2021",SOCFIN,SOCFIN INDONESIA,TANAH GAMBUS,RSPO Certified,"RSPO Certified, IP",3/31/23,3.2,99.4,"3.204167, 99.403889",IDN,Indonesia,Sumatera Utara,Batu Bara,1-Fully Verified,,78.31,7831.44,158.12,335.73,33572.88,5.68,567.99,1.08,107.91,1.63,163.44,3.39,338.58,3.31,330.57,3.3,330.21,1.93,192.6,1.07,107.01,7.6,759.87,6.78,677.7,2.79,279.27,3.25,324.99,1.65,164.61,1.91,190.89,3.72,371.52,3.6,359.82,2.59,259.29,6.81,680.58,1.73,172.62,1.55,155.07,0.81,81.45,1.25,125.46,67.41,0.86,10.9,0.14,3,5,2
PO1000000355,2021,MUSIM MAS,MUSIM MAS HOLDINGS PTE LTD,PANGKALAN LESUNG,RSPO Certified,"RSPO Certified, IP",3/31/23,-0.05,102.08,"-0.05, 102.075",IDN,Indonesia,Riau,Pelalawan,2-High Confidence,,123.56,12356.28,220.83,289.6,28960.02,12.5,1249.56,2.2,220.5,0.05,4.95,10.03,1003.14,2.74,274.32,0,0.09,1.45,145.44,1.78,177.57,0.3,29.88,2.89,288.63,3.29,328.59,0.98,98.46,11.48,1148.04,14.1,1410.12,10.89,1088.55,21.75,2175.03,8.13,813.15,6.6,659.61,3.48,348.03,1.7,169.92,9.83,982.8,8.45,844.56,123.56,1,0,0,5,5,3
PO1000000411,2021,KUALA LUMPUR KEPONG (KLK),ADEI PLANTATION AND INDUSTRY,MANDAU,RSPO Certified,"RSPO Certified, IP, MB",3/31/23,1.08,101.33,"1.081944, 101.333361",IDN,Indonesia,Riau,Bengkalis,1-Fully Verified,,949.5,94950.18,1022.67,1553.81,155381.04,16.97,1697.22,31.02,3102.12,11.12,1112.13,49.7,4969.53,35.83,3582.99,48.84,4883.76,40.05,4004.64,57.11,5710.95,63.63,6362.91,44.47,4446.63,22.44,2244.42,38.41,3841.02,27.88,2788.29,41.33,4132.53,15.18,1517.67,16.06,1606.05,11.57,1156.59,9.54,953.55,7.47,747.27,6.03,602.82,7.87,787.41,5.12,512.46,607.63,0.64,341.87,0.36,2,4,3
PO1000000438,2020,LAM SOON (THAILAND),LAM SOON (THAILAND),TRANG PLANT,RSPO Certified,"RSPO Certified, IP, MB",3/31/23,7.71,99.32,"7.71, 99.3205",THA,Thailand,Trang,Sikao,1-Fully Verified,,144.34,14433.93,204.42,369.89,36988.92,1.07,107.37,2.2,219.69,2.47,246.96,4.31,431.01,3.56,356.4,3.93,393.39,2.54,253.89,5.89,589.41,5.88,587.52,3.2,319.68,2.26,226.08,2.1,209.97,3.64,364.32,6.1,610.02,5.16,515.97,5.69,568.62,7.52,752.4,5.01,500.58,5.25,525.33,4.33,433.35,3.04,303.66,3.21,321.21,88.37,0.61,55.97,0.39,3,3,3
PO1000000451,"2020,2021",SOCFIN,SOCFIN INDONESIA,BANGUN BANDAR MILL,RSPO Certified,"RSPO Certified, IP",3/31/23,3.33,99.04,"3.33166, 99.043333",IDN,Indonesia,Sumatera Utara,Serdang Bedagai,1-Fully Verified,,82.1,8210.34,133.8,292.07,29207.34,4.72,472.5,1.58,158.31,2.17,216.81,4.02,402.21,1.16,115.74,2.24,223.92,1.29,128.52,1.63,163.35,4.71,470.88,2.51,250.65,1.69,169.11,3.52,352.35,2.57,256.86,3.9,390.24,4.93,492.57,4.5,449.55,3.77,377.19,5.34,533.52,3.71,370.53,4.1,410.22,4.17,417.24,2.55,254.88,70.77,0.86,11.33,0.14,5,5,3
